Time,Thumb,Pointer,Middle,Ring,Pinky
21.98099995,0,120,62,64,24
22.08500004,0,67,46,49,27
22.18799996,0,41,37,41,28
22.29099989,0,18,20,29,24
22.39599991,18,3,7,21,20
22.49900007,28,0,5,16,17
22.60400009,32,0,7,13,15
22.70799994,34,6,7,13,15
22.81100011,23,20,4,8,13
22.91499996,15,57,0,1,5
23.01900005,29,89,4,5,4
23.12700009,33,117,15,14,7
23.22900009,42,137,36,30,10
23.33299994,73,158,57,48,11
23.43700004,79,166,72,61,13
23.54200006,81,170,84,72,18
23.64299989,83,171,87,76,22
23.7420001,80,172,90,78,24
23.84599996,64,172,90,78,24
23.95000005,18,162,86,76,21
24.05299997,8,141,70,64,21
24.1559999,0,98,51,50,23
24.25999999,0,50,36,38,25
24.36500001,0,22,19,24,21
24.46799994,2,3,3,14,15
24.56999993,9,0,0,7,11
24.67499995,11,0,0,2,7
24.77399993,10,0,0,0,6
24.875,10,0,0,0,6
24.97799993,0,0,0,0,4
25.08200002,0,26,0,0,0
25.18700004,0,63,0,0,0
25.28999996,8,96,0,0,0
25.39599991,9,122,6,0,0
25.50099993,5,139,24,14,0
25.60599995,18,149,39,27,1
25.71000004,42,158,52,39,0
25.81299996,60,167,65,52,0
25.91799998,75,172,77,63,1
26.02200007,78,174,85,72,6
26.12700009,76,175,88,76,10
26.23000002,44,174,86,77,10
26.33400011,0,158,78,70,9
26.43700004,0,78,63,56,10
26.54099989,0,49,49,43,16
26.64599991,0,27,24,25,18
26.74900007,0,12,8,13,14
26.85100007,6,6,0,7,11
26.954,9,4,0,5,9
27.05999994,11,4,0,5,9
27.16400003,12,4,2,6,9
27.26900005,16,3,11,1,6
27.37299991,22,0,28,0,0
27.47600007,18,0,49,0,0
27.58100009,14,0,69,3,0
27.68499994,5,0,89,10,0
27.78900003,1,0,102,21,0
27.89400005,0,2,112,36,0
27.99799991,0,9,122,48,0
28.10299993,0,15,131,56,0
28.20600009,2,24,140,69,0
28.30999994,4,30,142,81,3
28.41499996,6,33,136,87,3
28.51799989,7,34,129,84,2
28.62199998,0,23,118,57,0
28.727,0,16,58,38,0
28.82999992,0,17,23,20,8
28.93300009,0,10,0,4,8
29.03600001,0,1,0,0,4
29.13899994,0,0,0,0,0
29.24500012,0,0,0,0,0
29.34700012,0,0,0,0,0
29.45300007,0,0,0,0,0
29.55699992,6,0,0,0,0
29.66300011,19,0,11,0,0
29.76600003,17,0,31,0,0
29.87000012,16,0,56,0,0
29.97300005,8,0,77,0,0
30.079,1,0,101,10,0
30.18300009,0,0,111,21,0
30.28399992,1,2,117,29,0
30.3829999,7,9,129,40,0
30.48799992,13,15,135,53,0
30.59200001,17,21,139,64,0
30.69700003,21,24,140,71,0
30.80100012,23,21,129,60,0
30.90499997,20,13,117,39,0
31.00699997,6,9,79,27,0
31.11100006,9,14,39,24,0
31.21600008,11,18,21,14,0
31.31800008,7,11,3,2,3
31.421,8,2,0,0,2
31.5250001,8,0,0,0,0
31.62899995,6,0,0,0,0
31.73399997,3,0,0,0,0
31.83800006,3,0,0,0,0
31.94199991,9,0,20,0,0
32.0480001,15,0,57,0,0
32.15300012,16,0,80,13,0
32.25699997,13,0,81,33,0
32.35899997,12,6,69,51,0
32.46499991,15,15,69,60,0
32.56800008,23,24,79,74,0
32.67199993,27,36,81,81,0
32.77699995,27,52,82,86,0
32.88000011,21,68,82,91,0
32.98600006,14,64,94,89,0
33.08899999,0,50,99,81,0
33.19300008,0,49,69,60,0
33.29699993,2,44,36,37,9
33.40100002,16,25,8,17,14
33.50500011,20,11,0,5,11
33.60700011,20,5,0,0,7
33.71199989,18,0,0,0,4
33.81500006,16,0,0,0,0
33.91899991,15,0,0,0,0
34.023,24,0,1,0,0
34.12899995,36,0,35,0,0
34.23300004,34,0,63,0,0
34.33599997,24,0,80,5,0
34.44199991,21,0,98,18,0
34.546,21,0,109,30,0
34.64899993,22,3,117,41,0
34.7579999,28,11,123,51,0
34.85899997,30,18,131,62,0
34.96199989,32,25,136,72,0
35.06800008,33,30,140,82,0
35.171,34,32,110,92,0
35.2750001,33,25,89,72,0
35.37800002,9,20,81,51,0
35.48300004,13,18,71,34,0
35.58699989,14,24,40,29,1
35.69000006,15,23,20,18,7
35.78800011,14,16,3,3,6
35.88800001,15,6,0,0,2
35.9920001,15,0,0,0,0
36.09599996,17,0,0,0,0
36.2019999,17,0,0,0,0
36.30500007,21,0,0,0,0
36.40899992,25,0,21,0,0
36.51399994,24,0,61,0,0
36.61800003,27,0,86,9,0
36.72200012,23,0,89,36,0
36.82599998,25,15,99,53,0
36.93300009,29,26,101,68,0
37.03500009,31,36,92,81,0
37.13899994,30,44,91,86,0
37.24300003,26,51,91,88,0
37.34700012,19,45,86,74,0
37.45099998,22,34,70,53,0
37.55500007,16,35,48,40,4
37.66000009,13,27,26,26,11
37.76300001,14,18,8,14,12
37.86599994,15,8,0,6,10
37.97000003,15,3,0,2,8
38.07400012,15,0,0,1,7
38.17799997,14,0,0,0,6
38.28200006,21,0,1,0,0
38.38700008,40,0,28,0,0
38.4920001,44,0,64,0,0
38.5940001,27,0,91,4,0
38.69900012,24,0,103,21,0
38.8039999,26,0,112,36,0
38.90799999,28,6,122,52,0
39.01300001,32,16,128,66,0
39.11800003,36,23,131,77,0
39.22099996,37,30,131,85,2
39.32400012,35,30,105,82,0
39.42000008,28,25,79,55,0
39.52399993,22,24,53,40,2
39.62800002,11,26,30,25,10
39.73200011,9,17,10,11,11
39.83400011,13,7,0,1,7
39.93799996,17,1,0,0,4
40.04200006,16,0,0,0,1
40.14499998,12,0,0,0,0
40.25099993,10,0,0,0,0
40.35599995,17,0,0,0,0
40.46000004,38,0,14,0,0
40.56399989,42,0,43,0,0
40.66799998,38,0,76,0,0
40.77200007,29,0,94,2,0
40.87700009,24,3,104,16,0
40.98099995,26,9,111,29,0
41.08599997,38,17,125,41,0
41.19000006,46,26,132,55,0
41.29200006,50,33,134,64,0
41.38899994,52,37,134,69,0
41.49300003,50,30,119,65,0
41.59800005,37,23,109,51,0
41.70099998,13,20,54,39,0
41.80500007,7,25,32,23,3
41.90899992,0,19,10,10,7
42.00999999,0,7,0,0,6
42.11100006,0,0,0,0,3
42.21799994,0,0,0,0,0
42.32299995,2,0,0,0,0
42.42600012,2,0,0,0,0
42.5309999,4,0,0,0,0
42.63700008,24,0,15,0,0
42.74099994,30,0,38,0,0
42.84500003,30,0,67,0,0
42.94900012,26,0,94,19,0
43.05299997,25,2,105,39,0
43.15799999,32,15,112,53,0
43.26300001,38,23,120,62,0
43.36500001,41,30,124,71,0
43.47099996,42,37,107,81,0
43.57400012,44,41,95,82,0
43.67799997,42,41,92,72,0
43.7809999,38,37,69,57,0
43.88599992,44,32,59,43,0
43.99099994,30,33,36,29,6
44.09599996,13,24,14,15,10
44.19799995,11,11,0,2,8
44.29999995,13,2,0,0,4
44.40499997,15,0,0,0,2
44.50900006,16,0,0,0,0
44.61299992,19,0,0,0,0
44.71600008,20,0,0,0,0
44.8210001,37,0,7,0,0
44.92600012,44,0,32,0,0
45.02999997,35,0,67,0,0
45.13499999,26,0,92,17,0
45.23900008,27,5,102,40,0
45.34299994,36,17,116,56,0
45.44799995,44,25,122,68,0
45.55200005,51,33,112,90,0
45.65400004,54,46,110,99,1
45.75999999,54,50,109,101,2
45.86500001,46,45,107,83,0
45.96799994,41,34,73,56,0
46.07200003,32,32,40,34,5
46.17700005,31,24,16,19,12
46.27900004,30,12,0,6,11
46.38100004,31,4,0,0,7
46.48600006,30,0,0,0,4
46.59100008,27,0,0,0,2
46.69400001,24,0,0,0,0
46.79299998,23,0,0,0,0
46.89400005,27,0,0,0,0
46.99799991,43,0,17,0,0
47.10299993,39,0,58,0,0
47.20700002,25,0,86,2,0
47.31200004,25,0,104,23,0
47.41599989,34,6,115,34,0
47.51999998,38,11,123,41,0
47.625,41,18,128,52,0
47.72799993,43,24,128,61,0
47.83200002,41,30,121,64,0
47.93499994,41,30,114,63,0
48.03200006,38,25,58,45,0
48.13599992,40,21,52,32,0
48.24000001,44,19,22,19,1
48.34200001,39,9,0,6,5
48.4460001,31,3,0,0,4
48.55100012,31,0,0,0,3
48.65499997,30,0,0,0,1
48.75699997,26,0,0,0,0
48.86199999,23,0,0,0,0
48.96700001,21,0,0,0,0
49.06900001,19,0,0,0,0
49.1730001,18,0,0,0,0
49.27900004,17,0,0,0,0
49.38400006,17,0,0,0,0
49.48699999,18,0,0,0,0
49.59100008,19,0,0,0,0
49.69499993,35,0,0,9,10
49.79999995,55,0,0,37,31
49.90400004,61,0,0,64,58
50.0079999,57,0,0,82,72
50.1099999,56,0,14,92,82
50.20900011,54,0,43,104,93
50.31399989,56,0,67,113,103
50.41499996,59,0,80,120,109
50.51300001,59,0,88,125,112
50.61800003,53,0,84,125,112
50.72099996,20,0,62,116,108
50.82400012,0,5,46,78,78
50.92799997,0,15,24,32,42
51.0309999,13,10,5,6,16
51.13499999,39,3,0,0,4
51.23799992,46,0,0,0,0
51.34299994,46,0,0,0,0
51.44700003,44,0,0,0,0
51.55100012,41,0,0,0,0
51.65499997,39,0,0,0,0
51.75999999,47,0,0,8,4
51.86500001,55,0,0,21,18
51.96799994,57,0,0,39,38
52.07200003,61,0,0,68,59
52.17700005,50,0,2,85,74
52.27999997,41,0,17,96,85
52.38599992,39,0,34,108,96
52.49099994,42,0,56,119,107
52.5940001,44,0,73,125,112
52.69799995,40,0,82,130,117
52.80299997,30,0,81,134,120
52.9059999,0,0,62,117,110
53.00900006,0,6,48,62,67
53.11400008,0,16,24,28,35
53.21700001,0,13,7,6,14
53.31800008,5,6,0,0,1
53.42199993,7,0,0,0,0
53.52800012,10,0,0,0,0
53.63199997,10,0,0,0,0
53.7349999,9,0,0,0,0
53.83999991,11,0,0,0,0
53.94400001,25,0,0,4,5
54.04999995,38,0,0,21,23
54.15400004,42,0,0,49,49
54.2579999,29,0,0,77,70
54.36199999,32,0,5,91,83
54.46700001,35,0,32,107,96
54.57200003,38,0,58,116,105
54.67700005,39,0,78,122,110
54.77900004,39,0,87,123,112
54.88400006,30,0,77,124,112
54.98600006,0,0,55,104,98
55.08999991,0,5,46,58,65
55.19499993,0,16,22,23,31
55.2980001,0,12,7,4,11
55.40100002,0,6,0,0,0
55.50399995,0,0,0,0,0
55.60299993,0,0,0,0,0
55.704,0,0,0,0,0
55.80699992,0,0,0,0,0
55.91199994,2,0,0,2,0
56.01900005,22,0,0,19,18
56.12299991,32,0,0,44,43
56.227,19,0,0,74,65
56.32999992,17,0,12,89,79
56.43499994,20,0,40,104,91
56.53800011,23,0,66,110,99
56.64400005,25,0,83,117,105
56.74799991,21,0,92,120,107
56.852,18,0,94,123,111
56.95499992,0,0,80,125,112
57.05900002,0,7,58,106,101
57.16300011,0,14,42,62,69
57.26799989,0,15,20,24,35
57.37000012,0,10,3,3,14
57.47200012,0,4,0,0,2
57.5769999,0,0,0,0,0
57.68000007,0,0,0,0,0
57.78500009,0,0,0,0,0
57.88800001,0,0,0,0,0
57.9920001,0,0,0,0,0
58.09899998,13,0,0,6,2
58.20300007,31,0,0,31,33
58.30800009,15,0,0,60,53
58.41100001,7,0,11,80,70
58.5150001,13,0,43,99,87
58.62100005,17,0,80,115,104
58.727,16,0,113,125,112
58.83100009,22,3,122,133,121
58.93899989,22,13,127,138,127
59.03900003,0,21,101,140,130
59.14400005,0,25,62,110,112
59.24399996,0,23,40,42,47
59.34899998,0,19,16,15,22
59.4519999,5,15,7,4,10
59.55500007,12,6,0,0,0
59.65899992,13,0,0,0,0
59.76399994,11,0,0,0,0
59.86599994,9,0,0,0,0
59.96799994,8,0,0,0,0
60.07599998,15,0,0,3,5
60.18099999,31,0,0,21,24
60.28500009,34,0,0,42,42
60.38899994,26,0,0,74,67
60.49300003,22,0,2,96,86
60.59700012,30,0,25,102,92
60.70300007,30,0,55,118,105
60.80299997,33,0,74,127,114
60.90300012,33,0,91,134,121
61.00699997,28,4,96,137,123
61.1099999,6,14,83,137,124
61.21499991,0,24,54,113,106
61.31699991,0,32,42,74,74
61.421,0,29,30,41,49
61.5250001,0,19,14,14,22
61.62700009,0,12,4,0,6
61.72799993,0,6,0,0,0
61.83500004,0,4,0,0,0
61.94000006,0,2,0,0,0
62.04299998,0,0,0,0,0
62.14700007,0,0,0,0,0
62.25300002,17,0,0,10,8
62.35700011,19,0,0,42,37
62.46099997,4,0,0,74,62
62.56500006,0,0,15,86,74
62.66899991,9,0,46,99,88
62.7750001,16,0,58,110,99
62.88000011,20,1,75,118,105
62.9849999,19,2,88,123,110
63.08699989,12,4,91,128,114
63.19199991,0,13,84,130,116
63.29500008,0,22,66,116,106
63.39899993,0,34,50,81,81
63.50300002,0,34,49,47,50
63.60700011,0,28,33,28,30
63.71099997,0,22,18,11,18
63.81399989,0,17,10,2,7
63.91700006,5,11,4,0,3
64.02099991,10,6,0,0,0
64.125,12,3,0,0,0
64.22900009,14,1,0,0,0
64.33400011,26,0,0,5,9
64.43899989,45,0,0,38,32
64.54299998,16,0,0,71,62
64.64700007,4,0,10,86,76
64.75099993,0,0,43,101,90
64.85599995,0,7,63,114,102
64.95900011,0,9,73,120,108
65.06500006,0,10,77,124,112
65.17000008,0,18,74,121,110
65.27200007,0,26,48,106,96
65.37599993,0,29,42,72,75
65.47900009,0,23,33,39,46
65.58400011,0,18,20,22,28
65.68700004,0,12,9,9,14
65.78999996,0,8,4,1,5
65.89299989,0,6,1,0,0
65.99799991,0,2,0,0,0
66.102,0,0,0,0,0
66.20600009,0,0,0,0,0
66.31100011,0,0,0,10,9
66.41700006,5,0,0,38,31
66.51900005,0,0,0,68,56
66.62000012,0,0,11,83,71
66.7190001,0,0,48,92,81
66.82500005,0,13,95,108,97
66.93099999,0,21,111,131,118
67.03500009,0,33,127,142,128
67.1400001,0,42,134,145,130
67.24300003,0,44,134,146,130
67.3440001,1,51,103,146,130
67.44300008,13,47,65,122,115
67.54500008,21,41,53,57,62
67.6500001,0,29,28,25,31
67.75200009,0,21,16,9,17
67.85400009,0,17,9,0,3
67.95900011,0,11,3,0,0
68.06100011,0,6,0,0,0
68.16300011,0,4,0,0,0
68.26900005,0,2,0,0,0
68.375,0,0,0,0,0
68.48000002,15,0,0,11,7
68.58400011,13,0,0,45,31
68.68700004,0,0,8,68,55
68.79200006,0,0,33,87,76
68.89499998,0,0,55,98,87
68.99399996,0,2,76,116,103
69.09899998,4,12,109,127,116
69.20300007,1,26,133,141,128
69.30599999,0,34,142,149,135
69.41100001,0,36,143,150,136
69.51900005,0,37,143,150,136
69.62000012,0,39,136,151,135
69.72200012,0,43,93,147,132
69.8269999,0,41,55,118,110
69.92199993,12,0,0,5,25
70.02200007,0,0,0,0,0
70.12599993,0,0,0,0,0
70.23000002,0,0,0,0,0
70.33400011,0,0,0,0,0
70.43700004,0,0,0,0,0
70.54200006,0,0,0,0,0
70.64599991,0,0,0,0,0
70.75,0,0,0,0,0
70.85400009,0,0,0,0,0
70.96000004,0,0,0,0,0
71.06699991,0,0,0,0,0
