Number,Latency Leap,Latency Arduino,Latency Serial,Latency Total
46,1,0.0,32.9999923706,31.9999923706
47,1,0.0,34.0001583099,33.0001583099
48,1,0.0,32.9999923706,31.9999923706
49,1,0.0,32.9999923706,31.9999923706
50,1,0.0,32.9999923706,31.9999923706
51,1,0.0,33.9999198914,32.9999198914
52,1,0.0,32.9999923706,31.9999923706
53,1,0.0,32.9999923706,31.9999923706
54,1,1.00016593933,34.0001583099,31.9999923706
55,1,0.0,32.9999923706,31.9999923706
56,1,0.0,32.9999923706,31.9999923706
57,1,0.0,33.9999198914,32.9999198914
58,1,0.0,32.9999923706,31.9999923706
59,1,0.0,32.9999923706,31.9999923706
60,1,0.0,32.9999923706,31.9999923706
61,1,0.999927520752,33.9999198914,31.9999923706
62,1,0.0,32.9999923706,31.9999923706
63,1,0.0,32.9999923706,31.9999923706
64,1,0.0,34.0001583099,33.0001583099
65,1,0.0,32.9999923706,31.9999923706
66,1,0.0,32.9999923706,31.9999923706
67,2,0.0,33.9999198914,31.9999198914
68,1,0.0,32.9999923706,31.9999923706
69,1,0.0,32.9999923706,31.9999923706
70,1,0.0,32.9999923706,31.9999923706
71,1,0.0,34.0001583099,33.0001583099
72,1,0.0,32.9999923706,31.9999923706
73,1,0.0,32.9999923706,31.9999923706
74,1,0.0,32.9999923706,31.9999923706
75,1,0.0,32.9999923706,31.9999923706
76,1,0.0,33.9999198914,32.9999198914
77,1,0.0,32.9999923706,31.9999923706
78,1,0.0,32.9999923706,31.9999923706
79,1,0.0,32.9999923706,31.9999923706
80,1,0.0,34.0001583099,33.0001583099
81,1,0.0,32.9999923706,31.9999923706
82,1,0.0,32.9999923706,31.9999923706
83,1,0.0,33.9999198914,32.9999198914
84,1,0.0,32.9999923706,31.9999923706
85,1,0.0,33.9999198914,32.9999198914
86,1,0.0,32.0000648499,31.0000648499
87,1,0.0,33.9999198914,32.9999198914
88,1,0.0,32.9999923706,31.9999923706
89,1,0.0,34.0001583099,33.0001583099
90,1,0.0,32.9999923706,31.9999923706
91,1,0.0,32.9999923706,31.9999923706
92,1,0.0,32.9999923706,31.9999923706
93,1,0.0,32.9999923706,31.9999923706
94,1,0.0,33.9999198914,32.9999198914
95,1,0.0,32.9999923706,31.9999923706
96,1,1.00016593933,34.0001583099,31.9999923706
97,1,0.0,32.9999923706,31.9999923706
98,1,0.0,32.9999923706,31.9999923706
99,1,0.0,33.9999198914,32.9999198914
100,1,0.0,32.9999923706,31.9999923706
101,1,0.0,32.9999923706,31.9999923706
102,1,0.0,33.9999198914,32.9999198914
103,1,0.0,32.0000648499,31.0000648499
104,1,0.0,33.9999198914,32.9999198914
105,1,0.0,32.9999923706,31.9999923706
106,1,0.0,34.0001583099,33.0001583099
107,1,0.0,32.9999923706,31.9999923706
108,1,0.0,32.9999923706,31.9999923706
109,1,0.0,32.9999923706,31.9999923706
110,1,0.0,33.9999198914,32.9999198914
111,1,0.0,32.9999923706,31.9999923706
112,1,0.0,32.9999923706,31.9999923706
113,1,0.0,34.0001583099,33.0001583099
114,1,0.0,31.9998264313,30.9998264313
115,1,0.0,32.9999923706,31.9999923706
116,1,0.0,34.0001583099,33.0001583099
117,2,0.999927520752,33.9999198914,30.9999923706
118,1,0.0,32.9999923706,31.9999923706
119,1,0.0,32.9999923706,31.9999923706
120,1,0.0,33.9999198914,32.9999198914
121,1,0.0,33.0002307892,32.0002307892
122,1,0.0,32.9999923706,31.9999923706
123,1,0.0,32.9999923706,31.9999923706
124,1,0.0,33.9999198914,32.9999198914
125,1,0.0,32.9999923706,31.9999923706
126,1,0.0,32.9999923706,31.9999923706
127,1,0.0,33.9999198914,32.9999198914
128,1,0.0,32.9999923706,31.9999923706
129,1,0.0,32.9999923706,31.9999923706
130,1,0.0,32.9999923706,31.9999923706
131,1,0.0,34.0001583099,33.0001583099
132,1,0.0,31.9998264313,30.9998264313
133,1,0.0,34.0001583099,33.0001583099
134,1,0.0,32.9999923706,31.9999923706
135,1,0.0,32.9999923706,31.9999923706
136,1,0.0,32.9999923706,31.9999923706
137,1,0.0,33.9999198914,32.9999198914
138,1,0.0,32.9999923706,31.9999923706
139,1,0.0,32.9999923706,31.9999923706
140,1,0.0,34.0001583099,33.0001583099
141,1,0.0,32.9999923706,31.9999923706
142,1,0.0,33.9999198914,32.9999198914
143,1,0.0,32.9999923706,31.9999923706
144,1,0.0,32.9999923706,31.9999923706
145,1,0.0,33.9999198914,32.9999198914
146,1,0.0,32.9999923706,31.9999923706
147,1,0.0,32.9999923706,31.9999923706
148,1,0.0,33.0002307892,32.0002307892
149,1,0.0,33.9999198914,32.9999198914
150,1,0.0,32.9999923706,31.9999923706
151,1,0.0,32.9999923706,31.9999923706
152,1,0.0,33.9999198914,32.9999198914
153,1,0.0,32.9999923706,31.9999923706
154,1,0.0,32.9999923706,31.9999923706
155,1,0.0,32.9999923706,31.9999923706
156,1,0.0,34.0001583099,33.0001583099
157,1,0.0,32.9999923706,31.9999923706
158,1,0.0,32.9999923706,31.9999923706
159,1,0.0,33.9999198914,32.9999198914
160,1,0.0,32.9999923706,31.9999923706
161,1,0.0,32.9999923706,31.9999923706
162,1,0.0,32.9999923706,31.9999923706
163,1,0.0,34.0001583099,33.0001583099
164,1,0.0,32.9999923706,31.9999923706
165,1,0.0,31.9998264313,30.9998264313
166,1,0.0,34.0001583099,33.0001583099
167,2,0.0,32.9999923706,30.9999923706
168,1,0.0,32.9999923706,31.9999923706
169,1,0.0,33.9999198914,32.9999198914
170,1,0.0,32.9999923706,31.9999923706
171,1,0.0,32.9999923706,31.9999923706
172,1,0.0,32.9999923706,31.9999923706
173,1,0.0,33.9999198914,32.9999198914
174,1,0.0,32.9999923706,31.9999923706
175,1,0.0,34.0001583099,33.0001583099
176,1,0.0,32.9999923706,31.9999923706
177,1,0.0,32.9999923706,31.9999923706
178,1,0.0,33.9999198914,32.9999198914
179,1,0.0,32.9999923706,31.9999923706
180,1,0.0,32.9999923706,31.9999923706
181,1,0.0,34.0001583099,33.0001583099
182,1,0.0,32.9999923706,31.9999923706
183,1,0.0,32.9999923706,31.9999923706
184,1,0.0,33.9999198914,32.9999198914
185,1,0.0,32.9999923706,31.9999923706
186,1,0.0,32.0000648499,31.0000648499
187,1,0.0,33.9999198914,32.9999198914
188,1,0.0,32.9999923706,31.9999923706
189,1,0.0,32.9999923706,31.9999923706
190,1,0.0,32.9999923706,31.9999923706
191,1,0.0,34.0001583099,33.0001583099
192,1,0.0,32.9999923706,31.9999923706
193,1,0.0,32.9999923706,31.9999923706
194,1,0.0,32.9999923706,31.9999923706
195,1,0.0,33.9999198914,32.9999198914
196,1,0.0,33.9999198914,32.9999198914
197,1,0.0,32.9999923706,31.9999923706
198,1,0.0,32.9999923706,31.9999923706
199,1,0.0,34.0001583099,33.0001583099
200,1,0.0,32.9999923706,31.9999923706
201,1,0.0,32.9999923706,31.9999923706
202,1,0.0,32.9999923706,31.9999923706
203,1,0.0,33.9999198914,32.9999198914
204,1,0.0,32.9999923706,31.9999923706
205,1,0.0,32.9999923706,31.9999923706
206,1,0.0,34.0001583099,33.0001583099
207,1,0.0,32.9999923706,31.9999923706
208,1,0.0,32.9999923706,31.9999923706
209,1,0.0,32.9999923706,31.9999923706
210,1,0.0,33.9999198914,32.9999198914
211,1,0.0,32.9999923706,31.9999923706
212,1,0.0,32.9999923706,31.9999923706
213,1,0.0,33.9999198914,32.9999198914
214,1,0.0,32.9999923706,31.9999923706
215,1,0.0,32.9999923706,31.9999923706
216,1,0.0,32.9999923706,31.9999923706
217,2,0.0,34.0001583099,32.0001583099
218,1,0.0,32.9999923706,31.9999923706
219,1,0.0,32.9999923706,31.9999923706
220,1,0.0,33.9999198914,32.9999198914
221,1,0.0,32.9999923706,31.9999923706
222,1,0.0,32.9999923706,31.9999923706
223,1,0.0,32.9999923706,31.9999923706
224,1,0.0,34.0001583099,33.0001583099
225,1,0.0,32.9999923706,31.9999923706
226,1,0.0,31.9998264313,30.9998264313
227,1,0.0,34.0001583099,33.0001583099
228,1,0.0,33.9999198914,32.9999198914
229,1,0.0,32.9999923706,31.9999923706
230,1,0.0,32.9999923706,31.9999923706
231,1,0.0,32.9999923706,31.9999923706
232,1,0.0,33.9999198914,32.9999198914
233,1,0.0,33.0002307892,32.0002307892
234,1,0.0,32.9999923706,31.9999923706
235,1,0.0,33.9999198914,32.9999198914
236,1,0.0,32.9999923706,31.9999923706
237,1,0.0,32.9999923706,31.9999923706
238,1,0.0,33.9999198914,32.9999198914
239,1,0.0,32.9999923706,31.9999923706
240,1,0.0,32.9999923706,31.9999923706
241,1,0.0,34.0001583099,33.0001583099
242,1,0.0,32.9999923706,31.9999923706
243,1,0.0,32.9999923706,31.9999923706
244,1,0.0,31.9998264313,30.9998264313
245,1,0.0,35.0000858307,34.0000858307
246,1,0.0,32.9999923706,31.9999923706
247,1,0.0,32.0000648499,31.0000648499
248,1,0.0,32.9999923706,31.9999923706
249,1,0.0,35.0000858307,34.0000858307
250,1,0.0,32.9999923706,31.9999923706
251,1,0.0,32.9999923706,31.9999923706
252,1,0.0,32.9999923706,31.9999923706
253,1,0.0,32.9999923706,31.9999923706
254,1,0.0,33.9999198914,32.9999198914
255,1,0.0,32.9999923706,31.9999923706
256,1,0.0,32.9999923706,31.9999923706
257,1,0.0,33.9999198914,32.9999198914
258,1,0.0,32.9999923706,31.9999923706
259,1,0.0,32.9999923706,31.9999923706
260,1,0.0,34.0001583099,33.0001583099
261,1,0.0,32.9999923706,31.9999923706
262,1,0.0,32.9999923706,31.9999923706
263,1,0.0,33.9999198914,32.9999198914
264,1,0.0,32.9999923706,31.9999923706
265,1,0.0,32.0000648499,31.0000648499
266,1,0.0,33.9999198914,32.9999198914
267,2,0.0,34.0001583099,32.0001583099
268,1,0.0,32.9999923706,31.9999923706
269,1,0.0,32.9999923706,31.9999923706
270,1,0.0,32.9999923706,31.9999923706
271,1,0.0,33.9999198914,32.9999198914
272,1,0.0,32.9999923706,31.9999923706
273,1,0.0,32.9999923706,31.9999923706
274,1,0.0,32.9999923706,31.9999923706
275,1,0.0,34.0001583099,33.0001583099
276,1,0.0,32.9999923706,31.9999923706
277,1,0.0,32.9999923706,31.9999923706
278,1,0.0,32.9999923706,31.9999923706
279,1,0.0,33.9999198914,32.9999198914
280,1,0.0,32.9999923706,31.9999923706
281,1,0.0,33.9999198914,32.9999198914
282,1,0.0,32.9999923706,31.9999923706
283,1,0.0,32.9999923706,31.9999923706
284,1,0.0,34.0001583099,33.0001583099
285,1,0.0,32.9999923706,31.9999923706
286,1,0.0,31.9998264313,30.9998264313
287,1,0.0,33.0002307892,32.0002307892
288,1,0.0,33.9999198914,32.9999198914
289,1,0.0,32.9999923706,31.9999923706
290,1,0.0,32.9999923706,31.9999923706
291,1,0.0,33.9999198914,32.9999198914
292,1,0.0,32.9999923706,31.9999923706
293,1,0.0,32.9999923706,31.9999923706
294,1,1.00016593933,34.0001583099,31.9999923706
295,1,0.0,32.9999923706,31.9999923706
296,1,0.0,33.9999198914,32.9999198914
297,1,0.0,32.0000648499,31.0000648499
298,1,0.0,33.9999198914,32.9999198914
299,1,0.0,32.9999923706,31.9999923706
300,1,0.999927520752,33.9999198914,31.9999923706
301,1,0.0,32.9999923706,31.9999923706
302,1,0.0,33.0002307892,32.0002307892
303,1,0.0,33.9999198914,32.9999198914
304,1,0.0,32.9999923706,31.9999923706
305,1,0.0,32.9999923706,31.9999923706
306,1,0.0,32.9999923706,31.9999923706
307,1,0.0,33.9999198914,32.9999198914
308,1,0.0,32.9999923706,31.9999923706
309,1,0.0,32.9999923706,31.9999923706
310,1,1.00016593933,34.0001583099,31.9999923706
311,1,0.0,32.9999923706,31.9999923706
312,1,0.0,32.9999923706,31.9999923706
313,1,0.0,32.9999923706,31.9999923706
314,1,0.0,33.9999198914,32.9999198914
315,1,0.0,32.9999923706,31.9999923706
316,1,0.0,32.9999923706,31.9999923706
317,2,0.0,32.9999923706,30.9999923706
318,1,0.0,34.0001583099,33.0001583099
319,1,0.0,32.9999923706,31.9999923706
320,1,0.0,32.9999923706,31.9999923706
321,1,0.0,33.9999198914,32.9999198914
322,1,0.0,32.9999923706,31.9999923706
323,1,0.0,32.9999923706,31.9999923706
324,1,0.0,33.9999198914,32.9999198914
325,1,0.0,32.9999923706,31.9999923706
326,1,0.0,32.9999923706,31.9999923706
327,1,0.0,32.9999923706,31.9999923706
328,1,0.0,32.9999923706,31.9999923706
329,1,0.0,34.0001583099,33.0001583099
330,1,0.0,32.0000648499,31.0000648499
331,1,0.0,33.9999198914,32.9999198914
332,1,0.0,32.9999923706,31.9999923706
333,1,0.0,33.9999198914,32.9999198914
334,1,0.0,32.9999923706,31.9999923706
335,1,0.0,32.9999923706,31.9999923706
336,1,0.0,34.0001583099,33.0001583099
337,1,0.0,32.9999923706,31.9999923706
338,1,0.0,32.9999923706,31.9999923706
339,1,0.0,32.9999923706,31.9999923706
340,1,0.0,33.9999198914,32.9999198914
341,1,0.0,32.9999923706,31.9999923706
342,1,0.0,32.9999923706,31.9999923706
343,1,0.0,33.9999198914,32.9999198914
344,1,0.0,32.9999923706,31.9999923706
345,1,0.0,33.0002307892,32.0002307892
346,1,0.0,32.9999923706,31.9999923706
347,1,0.0,32.9999923706,31.9999923706
348,1,0.0,33.9999198914,32.9999198914
349,1,0.0,32.9999923706,31.9999923706
350,1,0.0,33.9999198914,32.9999198914
351,1,0.0,32.0000648499,31.0000648499
352,1,0.0,33.9999198914,32.9999198914
353,1,0.0,32.9999923706,31.9999923706
354,1,0.0,32.9999923706,31.9999923706
355,1,1.00016593933,34.0001583099,31.9999923706
356,1,0.0,32.9999923706,31.9999923706
357,1,0.0,33.9999198914,32.9999198914
358,1,0.0,32.9999923706,31.9999923706
359,1,0.0,32.9999923706,31.9999923706
360,1,0.0,32.9999923706,31.9999923706
361,1,0.0,34.0001583099,33.0001583099
362,1,0.0,32.9999923706,31.9999923706
363,1,0.0,32.9999923706,31.9999923706
364,1,0.0,33.9999198914,32.9999198914
365,1,0.0,32.9999923706,31.9999923706
366,1,0.0,32.9999923706,31.9999923706
367,2,0.0,32.9999923706,30.9999923706
368,1,0.0,33.9999198914,32.9999198914
369,1,0.0,32.0000648499,31.0000648499
370,1,0.0,33.9999198914,32.9999198914
371,1,0.0,32.9999923706,31.9999923706
372,1,0.0,33.0002307892,32.0002307892
373,1,0.0,32.9999923706,31.9999923706
374,1,0.0,33.9999198914,32.9999198914
375,1,0.0,33.9999198914,32.9999198914
376,1,0.0,32.9999923706,31.9999923706
377,1,0.0,32.9999923706,31.9999923706
378,1,1.00016593933,34.0001583099,31.9999923706
379,1,0.0,32.9999923706,31.9999923706
380,1,0.0,32.9999923706,31.9999923706
381,1,0.0,33.9999198914,32.9999198914
382,1,0.0,32.9999923706,31.9999923706
383,1,0.0,32.9999923706,31.9999923706
384,1,0.0,32.9999923706,31.9999923706
385,1,0.0,32.9999923706,31.9999923706
386,1,0.0,32.9999923706,31.9999923706
387,1,0.0,34.0001583099,33.0001583099
388,1,0.0,32.9999923706,31.9999923706
389,1,0.0,32.9999923706,31.9999923706
390,1,0.0,32.9999923706,31.9999923706
391,1,0.0,33.9999198914,32.9999198914
392,1,0.0,32.9999923706,31.9999923706
393,1,0.0,32.9999923706,31.9999923706
394,1,0.0,32.9999923706,31.9999923706
395,1,0.0,33.9999198914,32.9999198914
396,1,0.0,32.9999923706,31.9999923706
397,1,0.0,34.0001583099,33.0001583099
398,1,0.0,32.9999923706,31.9999923706
399,1,0.0,32.9999923706,31.9999923706
400,1,0.0,33.9999198914,32.9999198914
401,1,0.0,32.9999923706,31.9999923706
402,1,0.0,32.9999923706,31.9999923706
403,1,0.0,34.0001583099,33.0001583099
404,1,0.0,32.9999923706,31.9999923706
405,1,0.0,32.9999923706,31.9999923706
406,1,0.0,32.9999923706,31.9999923706
407,1,0.0,32.9999923706,31.9999923706
408,1,0.0,32.9999923706,31.9999923706
409,1,0.0,32.9999923706,31.9999923706
410,1,0.0,33.9999198914,32.9999198914
411,1,0.0,32.9999923706,31.9999923706
412,1,0.0,32.9999923706,31.9999923706
413,1,0.0,33.9999198914,32.9999198914
414,1,0.0,33.0002307892,32.0002307892
415,1,0.0,32.9999923706,31.9999923706
416,1,0.0,33.9999198914,32.9999198914
417,2,0.0,32.9999923706,30.9999923706
418,1,0.0,32.9999923706,31.9999923706
419,1,0.0,33.9999198914,32.9999198914
420,1,0.0,32.9999923706,31.9999923706
421,1,0.0,32.9999923706,31.9999923706
422,1,0.0,34.0001583099,33.0001583099
423,1,0.0,32.9999923706,31.9999923706
424,1,0.0,32.9999923706,31.9999923706
425,1,0.0,33.9999198914,32.9999198914
426,1,0.0,32.9999923706,31.9999923706
427,1,0.0,32.9999923706,31.9999923706
428,1,0.0,32.9999923706,31.9999923706
429,1,0.0,32.9999923706,31.9999923706
430,1,0.0,32.9999923706,31.9999923706
431,1,0.0,34.0001583099,33.0001583099
432,1,0.0,32.9999923706,31.9999923706
433,1,0.0,32.9999923706,31.9999923706
434,1,0.0,33.9999198914,32.9999198914
435,1,0.0,32.9999923706,31.9999923706
436,1,0.0,32.9999923706,31.9999923706
437,1,0.0,32.9999923706,31.9999923706
438,1,0.0,33.9999198914,32.9999198914
439,1,0.0,32.9999923706,31.9999923706
440,1,0.0,34.0001583099,33.0001583099
441,1,0.0,32.9999923706,31.9999923706
442,1,0.0,32.9999923706,31.9999923706
443,1,0.0,33.9999198914,32.9999198914
444,1,0.0,32.9999923706,31.9999923706
445,1,0.0,34.0001583099,33.0001583099
446,1,0.0,31.9998264313,30.9998264313
447,1,0.0,34.0001583099,33.0001583099
